"","NodeNames","Score","position","type","seed","lab","description","source"
"1","GO:0006338",0.000579597196832321,12,"BP","AC185468.3_FG002","GO:0006338","chromatin remodeling (BP)","BP"
"2","GO:0019375",0.000115331038259431,19,"BP","AC195351.3_FG001","GO:0019375","galactolipid biosynthetic process (BP)","BP"
"3","GO:0009056",0.000567429047926318,15,"BP","AC198118.4_FG001","GO:0009056","catabolic process (BP)","BP"
"4","GO:0006468",0.0164073677846067,2,"BP","AC203090.3_FG001","GO:0006468","protein phosphorylation (BP)","BP"
"5","GO:0019375",1.78450087802047e-05,19,"BP","AC204940.3_FG005","GO:0019375","galactolipid biosynthetic process (BP)","BP"
"6","GO:0005975",0.000513161995140787,12,"BP","AC205008.4_FG001","GO:0005975","carbohydrate metabolic process (BP)","BP"
"7","GO:0019375",2.86801365584861e-06,25,"BP","AC206853.3_FG002","GO:0019375","galactolipid biosynthetic process (BP)","BP"
"8","GO:0016120",6.67025512066679e-05,24,"BP","EF517601.1_FG003","GO:0016120","carotene biosynthetic process (BP)","BP"
"9","GO:0055114",0.00138254448543682,43,"BP","GRMZM2G004683","GO:0055114","oxidation-reduction process (BP)","BP"
"10","GO:0006032",0.00113832092304504,17,"BP","GRMZM2G010909","GO:0006032","chitin catabolic process (BP)","BP"
"11","GO:0006355",0.00388302381701866,5,"BP","GRMZM2G022699","GO:0006355","regulation of transcription, DNA-templated (BP)","BP"
"12","GO:0055114",0.00146725030421677,15,"BP","GRMZM2G029087","GO:0055114","oxidation-reduction process (BP)","BP"
"13","GO:0055114",0.00724492618611085,6,"BP","GRMZM2G036807","GO:0055114","oxidation-reduction process (BP)","BP"
"14","GO:0005975",0.00829145729005712,7,"BP","GRMZM2G038973","GO:0005975","carbohydrate metabolic process (BP)","BP"
"15","GO:0055085",0.00296797741986661,2,"BP","GRMZM2G049912","GO:0055085","transmembrane transport (BP)","BP"
"16","GO:0009694",0.00814083222118269,4,"BP","GRMZM2G052100","GO:0009694","jasmonic acid metabolic process (BP)","BP"
"17","GO:0003333",0.00092932422623905,12,"BP","GRMZM2G054900","GO:0003333","amino acid transmembrane transport (BP)","BP"
"18","GO:0055085",0.000599407251162128,17,"BP","GRMZM2G057841","GO:0055085","transmembrane transport (BP)","BP"
"19","GO:0006508",0.00295952163161879,8,"BP","GRMZM2G068763","GO:0006508","proteolysis (BP)","BP"
"20","GO:0003333",0.00309774742589779,12,"BP","GRMZM2G076938","GO:0003333","amino acid transmembrane transport (BP)","BP"
"21","GO:0015914",0.000167184458565243,101,"BP","GRMZM2G085176","GO:0015914","phospholipid transport (BP)","BP"
"22","GO:0006355",0.00554031351575163,6,"BP","GRMZM2G092169","GO:0006355","regulation of transcription, DNA-templated (BP)","BP"
"23","GO:0006355",0.00273958571593819,10,"BP","GRMZM2G100003","GO:0006355","regulation of transcription, DNA-templated (BP)","BP"
"24","GO:0055114",0.00817155489151792,4,"BP","GRMZM2G100372","GO:0055114","oxidation-reduction process (BP)","BP"
"25","GO:0016567",0.0338700362878554,2,"BP","GRMZM2G102961","GO:0016567","protein ubiquitination (BP)","BP"
"26","GO:0034220",0.00456544761758635,6,"BP","GRMZM2G105417","GO:0034220","ion transmembrane transport (BP)","BP"
"27","GO:0006508",0.00088785649196141,8,"BP","GRMZM2G123544","GO:0006508","proteolysis (BP)","BP"
"28","GO:0006508",0.00178182359152594,3,"BP","GRMZM2G138370","GO:0006508","proteolysis (BP)","BP"
"29","GO:0055114",0.00159684594233323,34,"BP","GRMZM2G141260","GO:0055114","oxidation-reduction process (BP)","BP"
"30","GO:0055085",0.00390498201820923,2,"BP","GRMZM2G145313","GO:0055085","transmembrane transport (BP)","BP"
"31","GO:0003333",0.00757482713025748,4,"BP","GRMZM2G145974","GO:0003333","amino acid transmembrane transport (BP)","BP"
"32","GO:0006355",0.000718214049129005,8,"BP","GRMZM2G160710","GO:0006355","regulation of transcription, DNA-templated (BP)","BP"
"33","GO:0006468",0.00692824935134032,2,"BP","GRMZM2G162829","GO:0006468","protein phosphorylation (BP)","BP"
"34","GO:0006468",0.000382763214072293,84,"BP","GRMZM2G175874","GO:0006468","protein phosphorylation (BP)","BP"
"35","GO:0006468",0.0044212734604546,4,"BP","GRMZM2G329002","GO:0006468","protein phosphorylation (BP)","BP"
"36","GO:0055085",0.00286516211257023,2,"BP","GRMZM2G345544","GO:0055085","transmembrane transport (BP)","BP"
"37","GO:0006749",0.00057668041323934,13,"BP","GRMZM2G355572","GO:0006749","glutathione metabolic process (BP)","BP"
"38","GO:0006468",0.000370770211560948,2,"BP","GRMZM2G380738","GO:0006468","protein phosphorylation (BP)","BP"
"39","GO:0006355",0.00913195240385917,10,"BP","GRMZM2G448142","GO:0006355","regulation of transcription, DNA-templated (BP)","BP"
"40","GO:0006457",0.00293064417236454,20,"BP","GRMZM2G448368","GO:0006457","protein folding (BP)","BP"
"41","GO:0016310",0.000600516075086148,13,"BP","GRMZM2G457287","GO:0016310","phosphorylation (BP)","BP"
"42","GO:0006468",0.0163114141392027,4,"BP","GRMZM2G474033","GO:0006468","protein phosphorylation (BP)","BP"
"43","GO:0055114",0.000374830393755198,14,"BP","GRMZM2G483598","GO:0055114","oxidation-reduction process (BP)","BP"
"44","GO:0055114",0.00238642017452125,14,"BP","GRMZM2G570968","GO:0055114","oxidation-reduction process (BP)","BP"
"45","GO:0009800",0.000336298749134946,22,"BP","GRMZM2G570970","GO:0009800","cinnamic acid biosynthetic process (BP)","BP"
"46","GO:0009800",0.00947241570208737,2,"BP","GRMZM2G587231","GO:0009800","cinnamic acid biosynthetic process (BP)","BP"
"47","GO:0006355",0.00570480805903476,4,"BP","GRMZM5G807838","GO:0006355","regulation of transcription, DNA-templated (BP)","BP"
"48","GO:0006355",0.00930096642136513,8,"BP","GRMZM2G023346","GO:0006355","regulation of transcription, DNA-templated (BP)","BP"
"49","GO:0055114",0.00437535086303243,8,"BP","AC185464.3_FG003","GO:0055114","oxidation-reduction process (BP)","BP"
"50","GO:0006468",0.00638099189179265,4,"BP","AC210596.3_FG003","GO:0006468","protein phosphorylation (BP)","BP"
"51","GO:0033353",0.00171748504589934,26,"BP","GRMZM2G001247","GO:0033353","S-adenosylmethionine cycle (BP)","BP"
"52","GO:0006468",0.0164073677846067,2,"BP","GRMZM2G001541","GO:0006468","protein phosphorylation (BP)","BP"
"53","GO:0006886",0.00504271242913696,8,"BP","GRMZM2G001661","GO:0006886","intracellular protein transport (BP)","BP"
"54","GO:0008299",0.00441215002459364,6,"BP","GRMZM2G003417","GO:0008299","isoprenoid biosynthetic process (BP)","BP"
"55","GO:0055114",0.000784834373181126,9,"BP","GRMZM2G007256","GO:0055114","oxidation-reduction process (BP)","BP"
"56","GO:0006633",0.0018589060993851,15,"BP","GRMZM2G009735","GO:0006633","fatty acid biosynthetic process (BP)","BP"
"57","GO:0055114",0.000485615669729348,12,"BP","GRMZM2G014797","GO:0055114","oxidation-reduction process (BP)","BP"
"58","GO:0016310",0.00109624297588447,9,"BP","GRMZM2G026143","GO:0016310","phosphorylation (BP)","BP"
"59","GO:0009052",0.00639344572633092,5,"BP","GRMZM2G035599","GO:0009052","pentose-phosphate shunt, non-oxidative branch (BP)","BP"
"60","GO:0006355",0.00171144242049871,4,"BP","GRMZM2G037015","GO:0006355","regulation of transcription, DNA-templated (BP)","BP"
"61","GO:0006032",0.00132748893213548,29,"BP","GRMZM2G056772","GO:0006032","chitin catabolic process (BP)","BP"
"62","GO:0016567",0.000433878952926829,28,"BP","GRMZM2G061723","GO:0016567","protein ubiquitination (BP)","BP"
"63","GO:0016925",0.00430197330183675,13,"BP","GRMZM2G063931","GO:0016925","protein sumoylation (BP)","BP"
"64","GO:0006355",0.0021033361979408,3,"BP","GRMZM2G075712","GO:0006355","regulation of transcription, DNA-templated (BP)","BP"
"65","GO:0006730",0.00463976274050749,4,"BP","GRMZM2G078887","GO:0006730","one-carbon metabolic process (BP)","BP"
"66","GO:0016310",0.00326880164379972,10,"BP","GRMZM2G082199","GO:0016310","phosphorylation (BP)","BP"
"67","GO:0061158",0.0340968237478929,2,"BP","GRMZM2G087186","GO:0061158","3'-UTR-mediated mRNA destabilization (BP)","BP"
"68","GO:0006468",0.00241621037779001,5,"BP","GRMZM2G089400","GO:0006468","protein phosphorylation (BP)","BP"
"69","GO:0034220",0.0045584166175271,7,"BP","GRMZM2G089720","GO:0034220","ion transmembrane transport (BP)","BP"
"70","GO:0032259",0.00275275264878061,8,"BP","GRMZM2G093826","GO:0032259","methylation (BP)","BP"
"71","GO:0016310",0.0129875598332133,3,"BP","GRMZM2G103748","GO:0016310","phosphorylation (BP)","BP"
"72","GO:0019752",0.00412884496522225,4,"BP","GRMZM2G103864","GO:0019752","carboxylic acid metabolic process (BP)","BP"
"73","GO:0016310",0.00331848457247441,9,"BP","GRMZM2G114294","GO:0016310","phosphorylation (BP)","BP"
"74","GO:0006508",0.000451017049857418,8,"BP","GRMZM2G119967","GO:0006508","proteolysis (BP)","BP"
"75","GO:0006355",0.00219484210787684,19,"BP","GRMZM2G119975","GO:0006355","regulation of transcription, DNA-templated (BP)","BP"
"76","GO:0016310",0.00704572115073874,3,"BP","GRMZM2G122520","GO:0016310","phosphorylation (BP)","BP"
"77","GO:0055114",0.00567638108465284,9,"BP","GRMZM2G124175","GO:0055114","oxidation-reduction process (BP)","BP"
"78","GO:0016310",0.00252339574247491,6,"BP","GRMZM2G124428","GO:0016310","phosphorylation (BP)","BP"
"79","GO:0046513",0.00191291289426402,19,"BP","GRMZM2G125571","GO:0046513","ceramide biosynthetic process (BP)","BP"
"80","GO:0006355",0.00671637165963005,3,"BP","GRMZM2G138258","GO:0006355","regulation of transcription, DNA-templated (BP)","BP"
"81","GO:0006468",0.000613907398579001,8,"BP","GRMZM2G145045","GO:0006468","protein phosphorylation (BP)","BP"
"82","GO:0055085",0.000179822175348638,17,"BP","GRMZM2G160719","GO:0055085","transmembrane transport (BP)","BP"
"83","GO:0055114",0.00171663577899383,11,"BP","GRMZM2G164640","GO:0055114","oxidation-reduction process (BP)","BP"
"84","GO:0055085",0.00829103188849299,2,"BP","GRMZM2G174708","GO:0055085","transmembrane transport (BP)","BP"
"85","GO:0006952",0.000525756463129106,13,"BP","GRMZM2G176548","GO:0006952","defense response (BP)","BP"
"86","GO:0006952",0.00347178598644542,9,"BP","GRMZM2G177356","GO:0006952","defense response (BP)","BP"
"87","GO:0006468",0.000391584399533306,227,"BP","GRMZM2G351937","GO:0006468","protein phosphorylation (BP)","BP"
"88","GO:0055114",0.000112449118545125,14,"BP","GRMZM2G483490","GO:0055114","oxidation-reduction process (BP)","BP"
"89","GO:0055085",0.00381622617619572,16,"BP","GRMZM5G805732","GO:0055085","transmembrane transport (BP)","BP"
"90","GO:0016310",0.000617430272554722,11,"BP","GRMZM5G883250","GO:0016310","phosphorylation (BP)","BP"
"91","GO:0019375",0.0110853464149432,4,"BP","AC185279.3_FG002","GO:0019375","galactolipid biosynthetic process (BP)","BP"
"92","GO:0000160",0.00085348347843576,13,"BP","AC187879.3_FG001","GO:0000160","phosphorelay signal transduction system (BP)","BP"
"93","GO:0007165",4.5066569410734e-05,27,"BP","AC188129.4_FG001","GO:0007165","signal transduction (BP)","BP"
"94","GO:0007165",0.000173614583649599,19,"BP","AC191324.3_FG002","GO:0007165","signal transduction (BP)","BP"
"95","GO:0019375",9.56004387038528e-06,25,"BP","AC193518.3_FG005","GO:0019375","galactolipid biosynthetic process (BP)","BP"
"96","GO:0019375",0.00112590532283073,14,"BP","AC195351.3_FG003","GO:0019375","galactolipid biosynthetic process (BP)","BP"
"97","GO:0007165",7.15415231878392e-06,22,"BP","AC203398.3_FG001","GO:0007165","signal transduction (BP)","BP"
"98","GO:0007165",2.69320237897635e-05,20,"BP","AC206836.3_FG001","GO:0007165","signal transduction (BP)","BP"
"99","GO:0009056",8.91249816670283e-05,15,"BP","AC208212.3_FG001","GO:0009056","catabolic process (BP)","BP"
"100","GO:0007165",1.37470428591449e-05,20,"BP","AC213981.3_FG001","GO:0007165","signal transduction (BP)","BP"
"101","GO:0007165",0.000131200078981568,19,"BP","AC217270.3_FG004","GO:0007165","signal transduction (BP)","BP"
"102","GO:0009658",0.000760281599279176,4,"BP","GRMZM2G071698","GO:0009658","chloroplast organization (BP)","BP"
"103","GO:0055114",0.00596387251211033,8,"BP","GRMZM2G091837","GO:0055114","oxidation-reduction process (BP)","BP"
"104","GO:0006508",0.0062277577937376,5,"BP","GRMZM2G102933","GO:0006508","proteolysis (BP)","BP"
"105","GO:0009658",0.00253427200748333,4,"BP","GRMZM2G110553","GO:0009658","chloroplast organization (BP)","BP"
"106","GO:0007165",0.00043733359350538,19,"BP","GRMZM2G113869","GO:0007165","signal transduction (BP)","BP"
"107","GO:0016120",0.00836626685801638,2,"BP","GRMZM2G120475","GO:0016120","carotene biosynthetic process (BP)","BP"
"108","GO:0016120",0.000437833976438919,12,"BP","GRMZM2G137964","GO:0016120","carotene biosynthetic process (BP)","BP"
"109","GO:0007165",0.00830558681926039,6,"BP","GRMZM2G174819","GO:0007165","signal transduction (BP)","BP"
"110","GO:0055114",0.00159684594233323,34,"BP","GRMZM2G174827","GO:0055114","oxidation-reduction process (BP)","BP"
"111","GO:0016120",0.00421648981567649,9,"BP","GRMZM2G176354","GO:0016120","carotene biosynthetic process (BP)","BP"
"112","GO:0007165",4.58234799554823e-05,20,"BP","GRMZM2G430029","GO:0007165","signal transduction (BP)","BP"
"113","GO:0006457",0.000112155417815806,16,"BP","GRMZM2G482662","GO:0006457","protein folding (BP)","BP"
"114","GO:0016120",0.00424880852410983,6,"BP","GRMZM2G588266","GO:0016120","carotene biosynthetic process (BP)","BP"
"115","GO:0000160",0.00284494492326654,13,"BP","GRMZM2G701576","GO:0000160","phosphorelay signal transduction system (BP)","BP"
"116","GO:0006457",0.000373851392575984,16,"BP","GRMZM2G703772","GO:0006457","protein folding (BP)","BP"
"117","GO:0000160",0.00085348347843576,13,"BP","GRMZM5G857998","GO:0000160","phosphorelay signal transduction system (BP)","BP"
"118","GO:0055085",0.00432884910443526,13,"BP","AC207342.3_FG008","GO:0055085","transmembrane transport (BP)","BP"
"119","GO:0010207",0.0110111202418526,3,"BP","GRMZM2G004036","GO:0010207","photosystem II assembly (BP)","BP"
"120","GO:0006412",0.000490546985856631,60,"BP","GRMZM2G005849","GO:0006412","translation (BP)","BP"
"121","GO:0055085",0.00591834129779464,5,"BP","GRMZM2G020508","GO:0055085","transmembrane transport (BP)","BP"
"122","GO:0009800",0.00317590663998551,6,"BP","GRMZM2G063679","GO:0009800","cinnamic acid biosynthetic process (BP)","BP"
"123","GO:0055114",0.000706956380249318,44,"BP","GRMZM2G316474","GO:0055114","oxidation-reduction process (BP)","BP"
"124","GO:0090158",0.00347921191239369,3,"BP","GRMZM2G413750","GO:0090158","endoplasmic reticulum membrane organization (BP)","BP"
"125","GO:0070588",0.00562958763552155,24,"BP","GRMZM5G893864","GO:0070588","calcium ion transmembrane transport (BP)","BP"
"126","GO:0016020",0.0078605684600926,2,"CC","AC185468.3_FG002","GO:0016020","membrane (CC)","CC"
"127","GO:0009707",0.000115100463179585,19,"CC","AC195351.3_FG001","GO:0009707","chloroplast outer membrane (CC)","CC"
"128","GO:0016020",0.00030482453483636,18,"CC","AC198118.4_FG001","GO:0016020","membrane (CC)","CC"
"129","GO:0016020",0.0133105281026061,2,"CC","AC203090.3_FG001","GO:0016020","membrane (CC)","CC"
"130","GO:0009707",1.78093327226381e-05,19,"CC","AC204940.3_FG005","GO:0009707","chloroplast outer membrane (CC)","CC"
"131","GO:0005737",0.000657585549511671,12,"CC","AC205008.4_FG001","GO:0005737","cytoplasm (CC)","CC"
"132","GO:0009707",2.86229782894653e-06,25,"CC","AC206853.3_FG002","GO:0009707","chloroplast outer membrane (CC)","CC"
"133","GO:0009507",6.53599490845e-05,24,"CC","EF517601.1_FG003","GO:0009507","chloroplast (CC)","CC"
"134","GO:0016020",0.000399179818628261,50,"CC","GRMZM2G004683","GO:0016020","membrane (CC)","CC"
"135","GO:0016020",0.00384364807129717,5,"CC","GRMZM2G010909","GO:0016020","membrane (CC)","CC"
"136","GO:0005634",0.00462630300187367,5,"CC","GRMZM2G022699","GO:0005634","nucleus (CC)","CC"
"137","GO:0005576",0.00363291617619791,10,"CC","GRMZM2G029087","GO:0005576","extracellular region (CC)","CC"
"138","GO:0016020",0.0119320755426261,4,"CC","GRMZM2G036807","GO:0016020","membrane (CC)","CC"
"139","GO:0005774",0.0104328544315031,7,"CC","GRMZM2G038973","GO:0005774","vacuolar membrane (CC)","CC"
"140","GO:0016020",0.00279596369767993,2,"CC","GRMZM2G049912","GO:0016020","membrane (CC)","CC"
"141","GO:0005576",0.000360168906668647,14,"CC","GRMZM2G052100","GO:0005576","extracellular region (CC)","CC"
"142","GO:0016020",0.00238594299182236,12,"CC","GRMZM2G054900","GO:0016020","membrane (CC)","CC"
"143","GO:0016021",0.00107592678449307,17,"CC","GRMZM2G057841","GO:0016021","integral component of membrane (CC)","CC"
"144","GO:0016020",0.000575393117172238,14,"CC","GRMZM2G068763","GO:0016020","membrane (CC)","CC"
"145","GO:0016020",0.00795314325498689,12,"CC","GRMZM2G076938","GO:0016020","membrane (CC)","CC"
"146","GO:0016020",0.000588979222397552,93,"CC","GRMZM2G085176","GO:0016020","membrane (CC)","CC"
"147","GO:0016020",0.00739781976876323,4,"CC","GRMZM2G092169","GO:0016020","membrane (CC)","CC"
"148","GO:0005634",0.00359677475481909,10,"CC","GRMZM2G100003","GO:0005634","nucleus (CC)","CC"
"149","GO:0016021",0.000791110091665065,14,"CC","GRMZM2G100372","GO:0016021","integral component of membrane (CC)","CC"
"150","GO:0016020",0.00834283389121097,4,"CC","GRMZM2G105417","GO:0016020","membrane (CC)","CC"
"151","GO:0016020",0.000172617935151671,14,"CC","GRMZM2G123544","GO:0016020","membrane (CC)","CC"
"152","GO:0016020",0.0166573365088837,3,"CC","GRMZM2G138370","GO:0016020","membrane (CC)","CC"
"153","GO:0005829",0.00135341634430467,51,"CC","GRMZM2G141260","GO:0005829","cytosol (CC)","CC"
"154","GO:0016021",0.00511858405885715,2,"CC","GRMZM2G145313","GO:0016021","integral component of membrane (CC)","CC"
"155","GO:0016020",0.00476655228301238,4,"CC","GRMZM2G145974","GO:0016020","membrane (CC)","CC"
"156","GO:0016020",0.0153568922271079,3,"CC","GRMZM2G160710","GO:0016020","membrane (CC)","CC"
"157","GO:0005886",0.000941338034357261,10,"CC","GRMZM2G162829","GO:0005886","plasma membrane (CC)","CC"
"158","GO:0005886",0.000202688962036846,170,"CC","GRMZM2G175874","GO:0005886","plasma membrane (CC)","CC"
"159","GO:0005886",0.0018167430099742,11,"CC","GRMZM2G329002","GO:0005886","plasma membrane (CC)","CC"
"160","GO:0016020",0.00264767550723728,2,"CC","GRMZM2G345544","GO:0016020","membrane (CC)","CC"
"161","GO:0005737",0.000572234305398839,14,"CC","GRMZM2G355572","GO:0005737","cytoplasm (CC)","CC"
"162","GO:0005886",0.000298173886566816,209,"CC","GRMZM2G380738","GO:0005886","plasma membrane (CC)","CC"
"163","GO:0005634",0.0119892492139383,10,"CC","GRMZM2G448142","GO:0005634","nucleus (CC)","CC"
"164","GO:0005737",0.00136311900196844,20,"CC","GRMZM2G448368","GO:0005737","cytoplasm (CC)","CC"
"165","GO:0016020",0.014271482192434,3,"CC","GRMZM2G457287","GO:0016020","membrane (CC)","CC"
"166","GO:0016021",0.00188254235440842,4,"CC","GRMZM2G474033","GO:0016021","integral component of membrane (CC)","CC"
"167","GO:0016020",8.13396992147444e-05,20,"CC","GRMZM2G483598","GO:0016020","membrane (CC)","CC"
"168","GO:0016020",0.000517862749847756,20,"CC","GRMZM2G570968","GO:0016020","membrane (CC)","CC"
"169","GO:0005737",0.000498197687227255,18,"CC","GRMZM2G570970","GO:0005737","cytoplasm (CC)","CC"
"170","GO:0005737",0.0135576427775251,2,"CC","GRMZM2G587231","GO:0005737","cytoplasm (CC)","CC"
"171","GO:0005634",0.00598412477534858,3,"CC","GRMZM5G807838","GO:0005634","nucleus (CC)","CC"
"172","GO:0005634",0.0110602458386815,8,"CC","GRMZM2G023346","GO:0005634","nucleus (CC)","CC"
"173","GO:0016020",0.00290867218936201,11,"CC","AC185464.3_FG003","GO:0016020","membrane (CC)","CC"
"174","GO:0005886",0.00897382662006983,4,"CC","AC210596.3_FG003","GO:0005886","plasma membrane (CC)","CC"
"175","GO:0005829",0.00198541058492839,10,"CC","GRMZM2G001247","GO:0005829","cytosol (CC)","CC"
"176","GO:0016020",0.0133105281026061,2,"CC","GRMZM2G001541","GO:0016020","membrane (CC)","CC"
"177","GO:0005622",0.00681487960364354,8,"CC","GRMZM2G001661","GO:0005622","intracellular (CC)","CC"
"178","GO:0005737",0.00753858917475576,6,"CC","GRMZM2G003417","GO:0005737","cytoplasm (CC)","CC"
"179","GO:0009506",0.000760196351270908,48,"CC","GRMZM2G007256","GO:0009506","plasmodesma (CC)","CC"
"180","GO:0016020",0.00334947198408379,9,"CC","GRMZM2G009735","GO:0016020","membrane (CC)","CC"
"181","GO:0016020",0.000784831419209908,9,"CC","GRMZM2G014797","GO:0016020","membrane (CC)","CC"
"182","GO:0016020",0.00803871085267221,2,"CC","GRMZM2G026143","GO:0016020","membrane (CC)","CC"
"183","GO:0016020",0.000354368013045284,23,"CC","GRMZM2G035599","GO:0016020","membrane (CC)","CC"
"184","GO:0005634",0.00179523743445627,3,"CC","GRMZM2G037015","GO:0005634","nucleus (CC)","CC"
"185","GO:0016020",0.00334329895866114,4,"CC","GRMZM2G056772","GO:0016020","membrane (CC)","CC"
